 0.5, 0.460358, 0.463187
 0.5, 0.460422, 0.466332
 0.5, 0.460568, 0.469312
 0.5, 0.460762, 0.4722
 0.5, 0.460971, 0.474781
 0.5, 0.461264, 0.477157
 0.5, 0.461615, 0.47947
 0.5, 0.461972, 0.481567
 0.5, 0.462336, 0.483427
 0.5, 0.46281, 0.485302
 0.5, 0.463283, 0.486811
 0.5, 0.463808, 0.488255
 0.5, 0.464351, 0.489585
 0.5, 0.464909, 0.490752
 0.5, 0.465494, 0.491815
 0.5, 0.466122, 0.492678
 0.5, 0.46674, 0.493389
 0.5, 0.467483, 0.494147
 0.5, 0.468179, 0.494749
 0.5, 0.468895, 0.495283
 0.5, 0.469667, 0.495786
 0.5, 0.47035, 0.49617
 0.5, 0.471158, 0.496533
 0.5, 0.471879, 0.496807
 0.5, 0.472733, 0.497105
 0.5, 0.473588, 0.497359
 0.5, 0.474474, 0.497596
 0.5, 0.475244, 0.497779
 0.5, 0.476184, 0.497993
 0.5, 0.477011, 0.498155
