 0.5, 0.444447, 0.447924
 0.5, 0.444505, 0.450912
 0.5, 0.444614, 0.453526
 0.5, 0.444772, 0.456336
 0.5, 0.444959, 0.459185
 0.5, 0.445139, 0.461427
 0.5, 0.44542, 0.463986
 0.5, 0.445705, 0.466183
 0.5, 0.44603, 0.468536
 0.5, 0.446367, 0.470776
 0.5, 0.446697, 0.472742
 0.5, 0.447129, 0.474807
 0.5, 0.447554, 0.476612
 0.5, 0.448018, 0.47835
 0.5, 0.448494, 0.480066
 0.5, 0.449, 0.481743
 0.5, 0.449507, 0.48326
 0.5, 0.450045, 0.48475
 0.5, 0.450618, 0.486025
 0.5, 0.451159, 0.487092
 0.5, 0.451755, 0.488155
 0.5, 0.452468, 0.489306
 0.5, 0.453165, 0.490309
 0.5, 0.4538, 0.491134
 0.5, 0.454543, 0.491993
 0.5, 0.455213, 0.492703
 0.5, 0.455833, 0.493219
 0.5, 0.456641, 0.49385
 0.5, 0.457459, 0.494384
 0.5, 0.458152, 0.494771
