 0.5, 0.381954, 0.386576
 0.5, 0.382081, 0.390989
 0.5, 0.382291, 0.395269
 0.5, 0.382539, 0.399331
 0.5, 0.382892, 0.403294
 0.5, 0.383312, 0.407281
 0.5, 0.383742, 0.411037
 0.5, 0.384271, 0.414842
 0.5, 0.384858, 0.418391
 0.5, 0.385514, 0.422015
 0.5, 0.386197, 0.425547
 0.5, 0.38692, 0.429056
 0.5, 0.387708, 0.432295
 0.5, 0.38855, 0.435411
 0.5, 0.389522, 0.438813
 0.5, 0.390455, 0.441845
 0.5, 0.391444, 0.444869
 0.5, 0.392442, 0.447721
 0.5, 0.393553, 0.450545
 0.5, 0.394718, 0.453247
 0.5, 0.395947, 0.455868
 0.5, 0.397222, 0.458401
 0.5, 0.398451, 0.460674
 0.5, 0.399857, 0.463214
 0.5, 0.401212, 0.465413
 0.5, 0.402699, 0.467593
 0.5, 0.404177, 0.469519
 0.5, 0.405726, 0.471387
 0.5, 0.407447, 0.473312
 0.5, 0.409144, 0.475091
