 0.5, 0.367655, 0.372929
 0.5, 0.36806, 0.376793
 0.5, 0.368674, 0.379842
 0.5, 0.369513, 0.382293
 0.5, 0.370509, 0.384307
 0.5, 0.371686, 0.385994
 0.5, 0.372967, 0.387437
 0.5, 0.374415, 0.38868
 0.5, 0.375921, 0.389782
 0.5, 0.377543, 0.390789
 0.5, 0.379267, 0.391708
 0.5, 0.380971, 0.392544
 0.5, 0.382749, 0.39336
 0.5, 0.384585, 0.394133
 0.5, 0.386354, 0.394841
 0.5, 0.388098, 0.395571
 0.5, 0.389863, 0.396268
 0.5, 0.391522, 0.396914
 0.5, 0.393053, 0.397561
 0.5, 0.395012, 0.398216
 0.5, 0.396242, 0.398862
 0.5, 0.397235, 0.399472
 0.5, 0.398096, 0.400069
 0.5, 0.398894, 0.400687
 0.5, 0.399679, 0.401304
 0.5, 0.400412, 0.401888
 0.5, 0.401092, 0.402454
 0.5, 0.401766, 0.403049
 0.5, 0.402424, 0.403637
 0.5, 0.403088, 0.404218
