 0.5, 0.364318, 0.369593
 0.5, 0.364625, 0.376022
 0.5, 0.365136, 0.381847
 0.5, 0.365806, 0.387315
 0.5, 0.366713, 0.392506
 0.5, 0.367752, 0.397336
 0.5, 0.368954, 0.401898
 0.5, 0.370355, 0.406161
 0.5, 0.371878, 0.410172
 0.5, 0.373525, 0.413913
 0.5, 0.375402, 0.417473
 0.5, 0.377409, 0.420784
 0.5, 0.379512, 0.423942
 0.5, 0.381833, 0.426946
 0.5, 0.384342, 0.429798
 0.5, 0.387009, 0.432516
 0.5, 0.389739, 0.435057
 0.5, 0.392711, 0.437581
 0.5, 0.395859, 0.439988
 0.5, 0.399254, 0.442315
 0.5, 0.402772, 0.444504
 0.5, 0.406409, 0.446699
 0.5, 0.410293, 0.448862
 0.5, 0.414398, 0.450942
 0.5, 0.418667, 0.452914
 0.5, 0.423145, 0.454853
 0.5, 0.427553, 0.456724
 0.5, 0.433966, 0.458612
 0.5, 0.438638, 0.46045
 0.5, 0.442685, 0.46225
