 0.5, 0.367655, 0.372929
 0.5, 0.367814, 0.374961
 0.5, 0.368049, 0.376726
 0.5, 0.368325, 0.378317
 0.5, 0.368647, 0.379734
 0.5, 0.36904, 0.38101
 0.5, 0.369461, 0.382162
 0.5, 0.369911, 0.383216
 0.5, 0.370417, 0.384151
 0.5, 0.37098, 0.385039
 0.5, 0.371557, 0.385833
 0.5, 0.372156, 0.386576
 0.5, 0.372789, 0.38726
 0.5, 0.373485, 0.387914
 0.5, 0.374204, 0.388515
 0.5, 0.37494, 0.389075
 0.5, 0.375667, 0.389603
 0.5, 0.376437, 0.390125
 0.5, 0.377255, 0.390623
 0.5, 0.378079, 0.391083
 0.5, 0.378911, 0.391525
 0.5, 0.379764, 0.391951
 0.5, 0.380592, 0.392358
 0.5, 0.381458, 0.392771
 0.5, 0.382332, 0.393176
 0.5, 0.383202, 0.393555
 0.5, 0.384104, 0.393934
 0.5, 0.384969, 0.394287
 0.5, 0.385861, 0.394638
 0.5, 0.386713, 0.39499
 0.5, 0.387563, 0.395351
 0.5, 0.388407, 0.395696
 0.5, 0.389282, 0.396039
 0.5, 0.390132, 0.396375
 0.5, 0.390945, 0.396687
 0.5, 0.391766, 0.397007
 0.5, 0.392558, 0.397319
 0.5, 0.393191, 0.397642
 0.5, 0.394377, 0.397969
 0.5, 0.39511, 0.398283
 0.5, 0.395681, 0.398602
 0.5, 0.396335, 0.398906
 0.5, 0.39678, 0.39921
 0.5, 0.397282, 0.399508
 0.5, 0.397741, 0.399802
 0.5, 0.398122, 0.400094
 0.5, 0.398455, 0.400394
 0.5, 0.398906, 0.400699
 0.5, 0.399292, 0.401004
 0.5, 0.399679, 0.401304
