 0.5, 0.481153, 0.482953
 0.5, 0.481181, 0.484481
 0.5, 0.48123, 0.485721
 0.5, 0.481302, 0.486888
 0.5, 0.481389, 0.488037
 0.5, 0.481476, 0.489043
 0.5, 0.481592, 0.489883
 0.5, 0.481718, 0.490651
 0.5, 0.481881, 0.491458
 0.5, 0.482046, 0.492188
 0.5, 0.482207, 0.492786
 0.5, 0.482388, 0.493392
 0.5, 0.482579, 0.493848
 0.5, 0.482783, 0.49429
 0.5, 0.483002, 0.494686
 0.5, 0.483242, 0.495093
 0.5, 0.483465, 0.495433
 0.5, 0.483714, 0.495755
 0.5, 0.483974, 0.496081
 0.5, 0.484221, 0.496319
 0.5, 0.484478, 0.496542
 0.5, 0.484715, 0.49672
 0.5, 0.485036, 0.49696
 0.5, 0.485373, 0.497172
 0.5, 0.485646, 0.497335
 0.5, 0.485903, 0.497475
 0.5, 0.486268, 0.497655
 0.5, 0.486526, 0.497783
 0.5, 0.486826, 0.497880
 0.5, 0.487107, 0.498013
